sheet,row_id,Chagatai (chg_Arab),Chagatai Latin (chg_Latn),English (eng_Latn),Kazakh (kaz_Cyrl),Russian (rus_Cyrl),Uzbek (uzn_Latn),Turkish (tur_Latn),source_text,source_lang,type,length,Unnamed: 0
Ch 15,82,بيزلار خواجە توروب کوچانى سورماغايمزمو,"Bizler ḫᵛāca turup, Kuçanı sormaǧaymız mu","We being khwajas, should we not rule Kucha","Біздер қожа тұрып, Кучаны сұрамаймыз (билемейміз) ба?","Будучи ходжами, не править ли нам Кучей?","Bizlar xoja turib, Kuchani so‘rmag‘aymizmu?","Bizler hoca iken, Kuça’yı istemeyelim (hükmetmeyelim) mi?","Bizler ḫᵛāca turup, Kuçanı sormaǧaymız mu",chg,sentence,6,
Ch 15,84,يوق ايرسە,yoq erse,if there is not,Болмаса (жоқ болса),Если нет,Yo‘q ersa,Yoksa (eğer yoksa),yoq erse,chg,phrase,2,
Ch 15,85,يوق ايرسە,yoq erse,if not,Әйтпесе,В противном случае,Yo‘q ersa,Yoksa,yoq erse,chg,phrase,2,
Ch 15,86,کون جقتى,Kün çıqtı,The sun came out,Күн шықты,Солнце взошло,Kun chiqdi,Gün çıktı (Güneş doğdu),Kün çıqtı,chg,phrase,2,
Ch 15,87,حضرت مولانا بنظر تحمل ملاحظ قلديلار,Ḥażret-i Mawlānā be-naẓar-ı taḥammul mulāḥaẓa qıldılar,The Master observed carefully,Хазіреті Мәуләна төзім назарымен мұқият қарады,Хазрат Мауляна внимательно наблюдал с терпением,Hazrat Mavlono ba nazari tahammul mulohaza qildilar,Hazret-i Mevlana tahammül nazarıyla mülahaza kıldılar (dikkatle baktılar),Ḥażret-i Mawlānā be-naẓar-ı taḥammul mulāḥaẓa qıldılar,chg,sentence,6,
Ch 15,88,بو شهرستان تا سر ترکستان کوروندى,Bu şahristān tā sär-i Türkistān köründi,One could see all the way from this town to Turkistan,Бұл шаһарстан Түркістан шетіне дейін көрінді,Этот город был виден до самого Туркестана,Bu shahriston to sari Turkiston ko‘rindi,Bu şehristan Türkistan sınırına kadar göründü,Bu şahristān tā sär-i Türkistān köründi,chg,sentence,6,
Ch 15,89,فست بلند يکسان بولوب دور,fast bäländ yeksān bolupdur,High and low had been flattened into one,Төмен мен биік бірдей болыпты,Низкое и высокое сравнялось,Past-baland yakson bo‘libdur,Alçak ve yüksek bir (yeksan) olmuştur,fast bäländ yeksān bolupdur,chg,phrase,4,
Ch 15,90,حضرت مولانا بولاردين مصلحت سورديلار,Ḥażret-i Mawlānā bulardın maṣlaḥat sordılar,The Master asked them,Хазіреті Мәуләна олардан мәслихат сұрады,Хазрат Мауляна спросил у них совета,Hazrat Mavlono bulardan maslahat so‘radilar,Hazret-i Mevlana onlardan maslahat (öğüt) sordu,Ḥażret-i Mawlānā bulardın maṣlaḥat sordılar,chg,sentence,5,
Ch 15,91,اى يارانلار ايمدى قسى طرفکە بارالى ديديلار,"""Ey, yārānlar! Émdi qaysı ṭarafke baralı?"" dédiler","""Oh, friends! Which way should we go now?""","«Ей, жарандар! Енді қай тарапқа баралық?» – деді",«О друзья! В какую сторону нам теперь отправиться?» — спросил он,"""Ey yoronlar! Endi qaysi tarafga boraylik?"" dédilar","""Ey yarenler! Şimdi hangi tarafa gidelim?"" dédiler","""Ey, yārānlar! Émdi qaysı ṭarafke baralı?"" dédiler",chg,sentence,7,
Ch 15,92,بولار ايديلار کم بزلار بيلمسمز اوزلارى خوب بيلورلار,"Bular aydılar kim, ""Bizler bilmesmiz. Özleri ḫūb bilürler.""","They said, ""We don’t know. You yourself know well.""",Олар айтты: «Біз білмеспіз. Өздеріңіз жақсы білесіздер»,Они сказали: «Мы не знаем. Вы сами лучше знаете»,"Bular aytdilarkim: ""Bizlar bilmasmiz. O‘zlari xo‘b bilurlar.""","Onlar dédiler ki: ""Bizler bilmeyiz. Kendiniz iyi bilirsiniz.""","Bular aydılar kim, ""Bizler bilmesmiz. Özleri ḫūb bilürler.""",chg,sentence,8,
Ch 15,93,بيزلار حضرتلاريگە فرمان برداردورميز ديديلار,"""Bizler Ḥażretlerige färmān-bardārdurmız,"" dédiler","""We act on the Master’s orders.""","«Біздер Хазіреттеріне пәрменбармыз (бағынушымыз)», – деді","«Мы послушны воле Хазрата», — сказали они","""Bizlar Hazratlariga farmonbardordurmiz,"" dédilar","""Bizler Hazretlerine fermanberiz (itaatkârız),"" dédiler","""Bizler Ḥażretlerige färmān-bardārdurmız,"" dédiler",chg,phrase,4,
Ch 15,94,حضرت مولانا جمال الدين قدس سرە العزيز ايديلار,Ḥażret-i Mawlānā Camāluʾd-dı̇̄n (qaddasa sırrahuʾl-ʿazı̇̄z) aydılar,The Master Jamal ud-Din (May God sanctify his beloved heart!) said,Хазіреті Мәуләна Жамалуддин (Алла сырын қастерлесін) айтты,Хазрат Мауляна Джамалуддин (да святится его тайна) сказал,Hazrat Mavlono Jamoliddin (quddisa sirruhu-l-aziz) aytdilar,Hazret-i Mevlana Cemaleddin (kuddise sırruhü’l-aziz) dédiler,Ḥażret-i Mawlānā Camāluʾd-dı̇̄n (qaddasa sırrahuʾl-ʿazı̇̄z) aydılar,chg,sentence,6,
Ch 15,95,انداغ بولسە من توجە قيلاى,"""Andaǧ bolsa, men täwäccuh qılay!""","""In that case, I should get going!""","«Олай болса, мен бет бұрайын (тәуежже қылайын)!»",«В таком случае я обращусь [духовно]!»,"""Andog‘ bo‘lsa, men tavajjuh qilay!""","""Öyleyse ben teveccüh edeyim (yöneleyim)!""","""Andaǧ bolsa, men täwäccuh qılay!""",chg,sentence,5,
Ch 15,96,ارواح طيبەلاردين قسى طرفکە رخصت بولادور ديب,"""Arwāḥ-ı ṭayyıbalardın qaysı ṭarafke ruḫṣat boladur?"" dép","""In which direction to the good spirits wish me to go?"" he asked","«Таза рухтардан қай тарапқа рұқсат болады екен», – деп",«В какую сторону будет дозволение от благих духов?» — сказав,"""Arvohi tayyibalardan qaysi tarafga ruxsat bo‘ladur?"" deb","""Tayyibe (temiz) ruhlardan hangi tarafa ruhsat olur?"" deyip","""Arwāḥ-ı ṭayyıbalardın qaysı ṭarafke ruḫṣat boladur?"" dép",chg,sentence,7,
Ch 15,97,بولاردين بر نجە قدم يراق باريب مراقبەدا اولتوروب ايديلار,"bulardın bir neçe qadam yıraq barıp, murāqabada olturup édiler",He stepped a little ways away from them and sat down in a trance,"Олардан бірнеше қадам жырақ барып, мұрақабада (ойға шомып) отырды","Отойдя от них на несколько шагов, он сел в медитацию (муракаба)","Bulardan bir necha qadam yiroq borib, muroqabada o‘tirib edilar","Onlardan birkaç adım uzağa gidip, murakabede (derin düşüncede) oturdular","bulardın bir neçe qadam yıraq barıp, murāqabada olturup édiler",chg,sentence,9,
Ch 15,101,تا سر,tā sar,up to,Дейін,До,To sari,Kadar (ta başına),tā sar,chg,phrase,2,
Ch 15,102,تا سر,tā sar,all the way to,Шетіне дейін,До края,To sari,Sonuna kadar,tā sar,chg,phrase,2,
Ch 15,111,قدسە سرە العزيز,qaddasa sırrahuʾl-ʿazı̇̄z,May God sanctify his beloved heart,Алла сырын қастерлесін,Да святит Аллах его тайну,Quddisa sirruhu-l-aziz,Allah sırrını aziz eylesin,qaddasa sırrahuʾl-ʿazı̇̄z,chg,phrase,2,
Ch 15,121,اوشبو کافرلار دعا اوقوش نى بيلماس ايکان,Uşbu kāfirler duʿā oquşnı bilmes éken,It appears that these nonbelievers do not know about praying,Бұл кәпірлер дұға оқуды білмес екен,"Оказывается, эти неверные не умеют читать молитву",Ushbu kofirlar duo o‘qishni bilmas ekan,İşbu kâfirler dua okumayı bilmezmiş,Uşbu kāfirler duʿā oquşnı bilmes éken,chg,sentence,6,
Ch 15,122,ملا باقى نينک قايتيش ينى خواەلاماس من,Mollā Bāqı̇̄niñ qaytişini ḫᵛāhlamasmen,I do not want Mullah Baqi to return,Молда Бақидың қайтуын қаламаймын,Я не желаю возвращения Муллы Баки,Mulla Boqining qaytishini xohlamasman,Molla Baki’nin dönüşünü istemem,Mollā Bāqı̇̄niñ qaytişini ḫᵛāhlamasmen,chg,phrase,4,
Ch 15,125,انداغ بولسە من توجە قيلاى,"Andaǧ bolsa, men tawaccuh qılay","If that’s the case, then I should get going","Олай болса, мен бет бұрайын",В таком случае я обращусь [к Богу],"Andog‘ bo‘lsa, men tavajjuh qilay",Öyleyse ben teveccüh edeyim,"Andaǧ bolsa, men tawaccuh qılay",chg,sentence,5,
Ch 15,126,سنکا يار بولاى,Saña yār bolay,I shall be a friend to you,Саған жар болайын,Я буду тебе другом,Senga yor bo‘lay,Sana yar olayım,Saña yār bolay,chg,phrase,3,
Ch 15,127,شول يردە توختاى,şol yerde toḫtay,Let me stop here,Сол жерде тоқтайын,Я остановлюсь в этом месте,Shul yerda to‘xtay,Şu yerde durayım,şol yerde toḫtay,chg,phrase,3,
Ch 15,128,حضرت رسول عليە السلام ايديلار اى فرزند,"Ḥażret-i Rasūl ʿaläyhiʾs-sälām aydılar, ""Ey, ferzend!""","The Prophet (Peace be upon him!) said, ""Oh, child!""","Хазіреті Расул (оған сәлем болсын) айтты: «Ей, перзент!»",Хазрат Расул (мир ему) сказал: «О дитя!»,"Hazrat Rasul alayhissalom aytdilar: ""Ey farzand!""","Hazret-i Resul aleyhisselam dédiler: ""Ey evlat!""","Ḥażret-i Rasūl ʿaläyhiʾs-sälām aydılar, ""Ey, ferzend!""",chg,sentence,6,
Ch 15,129,مونجە کليب بولارنى سرانجام بريب نابود قلماسانکيز,"Munça kelip, bularnı serancām berip, nābūd qılmasañız","If you had not come all the way here, brought order to these people, and annihilated this place","Мұнша келіп, бұларды реттеп, жоқ қылмасаңыз","Если бы ты не пришел сюда, не привел их в порядок и не уничтожил","Muncha kelib, bularni saranjom berib, nobud qilmasangiz","Bunca gelip, bunları düzene koyup, yok etmeseydiniz","Munça kelip, bularnı serancām berip, nābūd qılmasañız",chg,sentence,7,
Ch 15,130,بولار قصد قليب ايديلار کە کاشغر زمين لاريدين ماوراء النهرنى الديلاريغە ساليب,"bular qaṣd qılıp, aydılar ki, Kaşǧar zeminleridin Māwarāuʾn-nahrnı aldılarıǧa salıp",they would have pledged their intention to place the land from Kashgar to Transoxiana before them,Бұлар қас қылып айтқан еді: Қашқар жерлерінен Мәуереннаһрды алдыларына салып,"Они замышляли, говоря, что подчинят себе земли от Кашгара до Мавераннахра","Bular qasd qilib aytdilarki, Qashqar zaminlaridan Movaraunnahrni oldilariga solib","Bunlar kastedip dédiler ki, Kaşgar zeminlerinden Maveraünnehir’i önlerine katıp","bular qaṣd qılıp, aydılar ki, Kaşǧar zeminleridin Māwarāuʾn-nahrnı aldılarıǧa salıp",chg,sentence,10,
Ch 15,131,اوز مذهبينگە کيرکوزکەلى فکريدە ايردى,öz maẕhabıǧa kirgüzgeli fikride érdi,and bring it into their own religion,Өз мазхабтарына (діндеріне) кіргізу пікірінде еді,Они думали обратить их в свою веру,O‘z mazhabiga kirgazgali fikrida érdi,Kendi mezheplerine sokmak fikrindeydiler,öz maẕhabıǧa kirgüzgeli fikride érdi,chg,sentence,5,
Ch 15,132,اول سببدين باعث بيلان سيزنى بو طرفکە ميلان قيلدوق,ol sababdin bāʿis̱ bilän sizni bu ṭarafke mayalān qılduq,"For that reason, we directed you here","Сол себептен, сізді бұл тарапқа бейімдедік (жібердік)",По этой причине мы направили тебя в эту сторону,Ul sababdin bois bilan sizni bu tarafga moyilon qilduq,O sebepten dolayı sizi bu tarafa meylettirdik,ol sababdin bāʿis̱ bilän sizni bu ṭarafke mayalān qılduq,chg,sentence,9,
Ch 15,133,اى فرزند ايمدى سيزدە حق تعالى نينک جلاليت صفتى ظاهر بولدى,"Ay, ferzend! Émdi sizde ḥaqq taʿālānıñ calāliyat ṣıfatı ẓāhir boldı","Oh, child! Now you possess God’s own quality of magnificence","Ей, перзент! Енді сізде Хақ Тағаланың ұлылық (жалалият) сипаты пайда болды",О дитя! Теперь в тебе проявилось качество величия Всевышнего,Ey farzand! Endi sizda Haq Taoloning jaloliyat sifati zohir bo‘ldi,Ey evlat! Şimdi sizde Hak Teala’nın celal sıfatı zahir oldu,"Ay, ferzend! Émdi sizde ḥaqq taʿālānıñ calāliyat ṣıfatı ẓāhir boldı",chg,sentence,10,
